id,SalePrice
1969,96139.80570690185
2725,181786.82213933126
1482,175935.20304236084
2763,190533.8734399458
503,292354.94995477475
1584,253512.7781951895
1531,175353.88571610075
2210,179293.31800563383
459,351110.1168020146
556,127543.59376189538
1347,139430.19757597038
1290,72319.8161356246
1388,118139.84858407499
1571,231495.4955434517
2754,196181.16582217213
765,119063.49001801401
2494,112404.79021834815
2870,234864.16238027997
7,274738.8587063149
1114,258480.4678237366
2418,248296.429423337
291,180332.3485404516
18,355377.5837059986
39,364261.7126549138
1001,308680.565688638
2442,241006.0617290198
616,143764.8679255832
2680,62893.71085099742
1414,119374.40247981087
289,179149.26596778882
40,252646.2669885626
860,135657.8474157612
409,105395.10477227162
673,151304.0008454991
2427,172110.43798842252
2036,197233.23077165772
2564,157038.94653311546
642,180136.32420326048
1008,180985.03620521753
1908,146631.6718637172
2519,174190.38569796766
1369,85172.62665694061
2855,154619.89659394202
712,77042.68479387005
1943,146394.61453112942
1958,133410.017765161
107,158911.01272841787
2295,214854.77048850263
704,96730.35276596044
676,147621.6027387941
259,193252.53247029538
93,293285.2893084321
106,244443.9118779548
2315,164307.0099558261
1050,104337.59431524138
1095,212849.94055578724
2709,159371.63921296532
758,122055.12951920711
1496,145833.76799853885
2370,112917.95183376467
2458,277610.667168358
2733,149101.35567171598
161,270124.0000576108
726,132437.47923123866
845,206847.77997638535
947,253462.2381282816
2232,105506.78541528378
2563,128574.1893725617
2299,177071.1269250096
211,86818.102406858
605,169651.72367450962
1478,174668.4689350223
2247,254940.45248313743
2274,210815.95167577855
2869,215462.2383245229
967,224613.7095365359
2656,133354.7902248542
667,186706.3868120411
1042,98651.1045506327
2023,160642.98467593064
2447,354596.0444186248
2055,112470.88376525888
2275,265495.84385644546
2204,190042.8807449268
1563,268824.1574424932
483,273972.19575091277
796,151992.73123821238
1526,152968.81695498194
2042,125975.47701258381
442,347447.88411829923
1693,336817.66911577835
1468,237653.22193842853
1430,207339.3858790545
2605,203612.76518949866
1529,188109.0934826156
335,142809.96909662068
1287,104286.99288545482
31,99510.65704509692
1785,336288.8822458445
82,145979.35748053546
2620,139464.32223886636
252,155168.9462517767
721,52413.983652518305
2165,194781.08841670555
2316,177886.2242231975
775,131374.08583763673
1558,72635.91274053778
17,200114.36943024385
1022,249646.74756138748
925,152080.7591601935
438,282399.43845173036
1270,177330.3181272181
1272,127508.60808185994
215,147503.7606903602
266,236422.77344789816
2402,310675.0721667421
1250,110302.80216801318
1984,95600.87293724925
1279,154277.90268793574
377,250532.42768994806
1252,162231.96661694773
2156,250654.71711281646
499,334469.4183960143
1374,128337.78421429585
2898,212436.19571155467
401,109275.01130764908
2721,172771.56311329518
2078,281101.5938713183
2589,110714.84385334735
1946,224250.01482502278
1334,100381.965604178
2781,221541.270766459
431,379571.6808828902
576,189160.99180742906
1474,214601.7199631012
2254,131756.7480709416
2155,260855.95851925528
885,106469.68286386976
643,140991.00498183555
1944,125854.71335397247
480,204979.56556075974
2845,125266.74119554675
2387,302007.9847200437
2407,257337.0945794328
2527,149318.02435359528
2514,160950.7257919038
629,156952.87273343635
80,201408.45642264682
1876,141094.6350565091
1546,106817.92345612799
2518,198847.0154934288
2347,148561.7806839638
783,233175.68806892197
1322,52247.91026800868
194,92352.29211180483
1770,313467.2381500071
2143,167259.09152569826
1229,202549.7629232761
511,271020.8328135752
46,277412.2515948695
1348,148365.39555899485
2465,189048.24877192505
387,244918.29744474875
873,223746.50807131495
1918,98773.16517745651
2764,214719.4447869198
2184,86430.20725681039
934,152169.43500280572
1920,113717.27150292194
2631,167638.00832238508
1768,460393.1841448991
2040,117414.99814100366
1749,218218.9020027917
834,236285.44530713296
1457,236065.92712359718
79,114827.55270704077
2302,120562.07903374516
1817,133329.45722680615
2755,228400.50781743362
359,178109.26354704
2059,109092.97078195625
2092,226294.04011379136
2516,229431.36526504374
150,102662.76507893926
1656,120693.37405091978
83,94829.65756616104
2411,214384.32952464308
795,76281.22796616607
2312,204462.83161781897
2917,99973.92763461903
1624,175119.7976110464
2215,285873.09230324044
1211,139481.42067874107
1485,179827.01942285028
1024,170779.50449884328
570,226338.97153896774
2874,142269.02025901905
700,165133.30110380106
2756,199475.34897771687
2022,160740.87019900867
583,217286.98428417504
2392,361301.3243575162
2424,186828.55449095916
212,91429.60735852137
736,118193.29734150242
1610,195281.79003812524
890,120607.63910014584
467,192167.83831931098
578,247789.7441185441
1747,187702.68123714812
1149,175474.93531808973
2758,262548.45719855203
857,157753.4496545046
2219,295190.31858939776
733,94772.20793473214
2909,103601.26884369086
1798,235080.12276844517
235,134450.17933520308
2366,136681.27118366846
1027,135580.45145636186
1195,145604.31880730327
1303,58191.24965608356
148,171441.65986725694
608,148541.82216820074
2515,213283.88849496184
821,243785.386303554
2500,293230.42974178406
745,102889.3207188574
741,128145.15583080257
1611,149623.21087368444
2532,125779.90924274392
1081,205459.3977600428
1692,410019.8091400874
2520,176280.5321922509
276,144249.96147151524
1992,132899.1375823014
663,27314.042157460004
418,112182.45104552183
1733,201695.7777700912
2359,138232.51648482203
253,200718.98313044442
1518,189051.88788799575
2035,143381.71228830604
2919,70630.57443999237
1540,240451.5102157161
2120,141263.8175936489
1674,174999.8798094382
256,150925.40643010288
2361,93359.99479398967
978,76488.4395110879
2280,123153.79362472607
2095,228984.3629084861
1709,324557.53395063424
2801,230766.63224300422
1246,125080.11324154591
2373,88919.53066050238
1055,292229.8522835557
2017,145430.0622214048
1099,277585.533535883
1344,82315.81689574276
835,209962.24967543263
1117,233926.2911817418
2043,80146.28324463789
2085,130169.4497274987
410,155917.05268741417
2650,73082.66040982021
2867,175717.09004662262
1668,106848.06080426121
1161,164550.01688469213
2122,190814.5078114572
2539,133498.38068329467
1047,123991.73774101102
1445,139546.28050181514
541,119031.38232783298
569,239376.85293615138
1276,100397.3059198765
918,136627.51755013218
326,170694.8875155056
1936,134745.618389329
895,82474.96828419346
257,147846.41390975536
1241,161743.6325061274
1545,110072.11027750661
1189,191090.46353926155
270,165565.37406334013
2066,220137.5129262723
693,100152.3212866718
1259,136526.11584358424
2916,171097.08292831283
2321,276084.15006788244
1977,75291.17685280496
1895,159503.84558353864
1240,159805.13658303238
85,149565.20729890425
1823,116329.3820426104
825,273566.3675354381
110,241187.67357994226
697,124481.01490971848
2297,117517.41381353929
1231,132888.43256613245
1355,140101.45732383832
968,320515.45754273614
584,243608.39373217087
1315,145936.36343796382
1606,123543.59377013391
206,65030.97675541503
1685,355709.87919548946
2016,138799.739530392
869,204025.81342915382
2135,117242.88638926053
2346,168779.8678609677
2430,225012.95185916155
2198,98149.97031676077
2652,123346.13859284291
27,115045.1579971551
241,153098.34545291663
906,136410.02147943864
1506,105598.67785856425
2098,310680.79170837655
1435,207683.35532950977
2213,153181.30054469925
1274,125153.1351835641
743,30413.382065839367
1737,203241.81959777157
2797,258338.1202936105
2185,53208.03466917595
58,174871.63876830717
830,204414.5049842642
808,135181.7047267133
680,163551.16486576293
1153,93471.93524455058
1291,137422.65952201607
1818,184955.4389351317
2161,175888.9280947699
1883,101496.7565089901
350,374441.0820105766
2473,120183.84450392786
295,215710.95671374985
293,211875.41954349325
859,122289.99353430286
288,61098.88746126625
1578,167153.63893322705
102,204295.20983047277
2831,167870.76262812753
1030,152705.11375331722
2551,152631.82496367145
1286,141450.21016845515
958,291544.7506889077
776,121330.54886446256
72,233228.27413443296
2263,231761.17263247125
1866,144370.1160175599
2876,59107.09290789318
2146,243692.73905381112
103,202759.20386962214
1500,121437.5116694853
492,163978.9210126986
167,133665.52055343782
2597,119114.35570988615
2685,120327.99616141981
1035,122446.74844923284
1220,94226.84806276689
2602,158754.2792666902
2159,216478.17411117075
695,132938.14910947933
1109,294153.6719596186
640,145919.52397458162
1652,137296.70266326627
2090,156125.54372825043
1188,173928.81231417618
2345,253906.62370582198
1059,380981.18583781354
2751,206503.62611294986
128,233527.2339977611
1523,159267.85120127175
2925,177862.230747774
2145,270761.6934170745
1121,216947.76520202175
566,275716.17713710584
565,283670.5979290779
1331,168384.19656207407
2928,125747.73478375119
156,128801.35452166764
797,149574.5392995751
327,93235.82101265073
2859,155121.46143342875
1453,117314.45133207508
1762,337961.2970784173
1868,204469.82972476335
1760,175843.08614035085
1113,261501.23071838723
1812,206494.00649865106
117,152750.18780707667
1142,204227.4045375472
2342,382698.11348999146
927,158424.95606897178
2478,158379.99572379253
655,86623.95485229086
2064,123611.70106272487
369,310980.17840668856
2239,126696.40191189287
2732,202016.66115245473
1653,160750.77006328403
959,186608.87299197435
2395,347785.4427938489
1412,87028.07662042265
271,245043.37404263427
1484,179475.63500555395
1497,150592.6794559671
552,156943.27669647563
2,105778.82914568082
1855,324852.1571325068
4,278948.7791510936
2292,146762.87037517928
134,141227.0463205853
646,95430.89285500074
42,346527.0370407417
532,229218.09778279677
713,99825.89817256131
2561,137594.93806484656
2360,133699.5092035646
1333,131159.24060589093
1407,221101.20542674005
2892,301103.84210330446
574,223427.20186550543
1227,193079.64895232284
2591,230452.23977377807
1476,216776.37784501974
1125,253066.62096676842
1446,160220.19433380844
408,146824.1763948672
1101,298609.6474728972
2251,228394.04757763474
373,187731.43468857562
2554,146274.77554929286
2382,268525.5070378026
1985,93815.67075040552
519,232098.26041750488
1093,178190.5881825966
864,240513.66307081253
2889,142084.51537983108
2308,183169.19869384135
986,157790.64520980621
1302,127675.03275052866
585,145871.90455863235
2708,144811.05096160766
147,143000.46223284863
1441,231426.956665413
383,232740.66665106028
285,171921.750260551
181,110407.8719410139
358,217182.25750258617
780,231761.94672903314
258,181959.04323165742
1865,235494.7208305733
692,98688.15667701751
2902,300138.19165352226
508,259635.64342261764
2638,147336.41629795276
36,150748.01265173202
611,161610.39054892777
2281,131906.8774580339
1678,132450.55517233728
1696,408422.07908468373
1557,61949.634516822116
2180,134650.4534616933
1726,273885.0611478319
951,146093.6755278273
267,230855.85442679765
2706,146069.60078159935
2221,264457.4389419369
1357,148795.02156927373
2901,282458.7102427545
347,179376.36459628068
2164,192238.86658479407
1586,300753.4872459566
360,158014.37276036316
1769,260855.16668930306
2617,193530.67066767561
1879,178969.5273041866
991,216120.6290615184
1535,130624.56061988109
1191,149766.04496877035
1579,203487.5607977562
1882,127712.42218190955
1510,117225.79187935498
2196,192786.49911985337
1845,214359.37564866233
2336,369209.98997925076
942,88247.05796388385
861,128570.15824968036
2555,124480.63886601035
1392,189842.8866308502
2099,229802.69293868396
1543,127580.45790506527
948,264971.6576848661
1239,164066.4634041341
22,170313.61787228315
2796,230005.080781797
2747,200878.57328890724
92,277847.2953987766
210,187300.87184483762
1858,193838.63240452012
2228,120451.7800569589
447,249799.0074946811
827,244703.33141438768
1649,243539.30417625658
682,153755.2871311456
2698,105031.8435057932
494,151375.28743784205
214,112244.34095287422
2441,232890.07591229992
2679,107643.35926532606
1336,102380.34281688085
465,190628.5987533945
1524,152676.33886651864
2543,102422.10045638453
631,157008.52322487853
2452,316060.5799944761
228,146200.79841983697
126,172845.76028724207
1092,277412.2515948695
1122,193177.08633276535
932,235797.5226941784
1980,69093.62906442504
2171,112667.10489658295
551,145313.75113006658
2768,156939.30764948635
2056,114501.99538207013
1159,347563.0989964583
2645,138680.57999557868
1174,205110.88991942455
2266,225236.61359605676
2462,309112.7687263509
1219,144006.97183207452
2922,177382.17723067448
118,151702.30294748797
474,186147.0177302658
2576,154588.28525167116
872,260150.76472862455
1077,275105.31521663826
1536,149665.9379601265
1150,130666.28864392731
2341,316066.6202590614
1931,171752.459473664
2785,129879.5817409553
2538,122414.04392096167
597,193733.85161690402
464,259292.89222247066
233,242441.8143895027
2169,122257.45738727477
2123,173237.07809500274
1867,144504.67455680185
137,259533.82892558962
515,222787.5538290607
933,109707.82111982338
2784,159542.85253010452
972,166913.3277860814
599,154736.8578775245
2614,129404.18930541887
2582,129121.30477074924
1409,140478.16417564062
175,144861.74334215774
352,253532.3885435806
976,95572.1153560915
2134,196199.93188773032
984,110197.97750256272
2396,329699.78729459166
1673,115512.70352374227
404,108721.9231754535
607,174324.1712566238
814,168822.07812521356
868,189187.2892071326
2271,204930.59328523488
1633,299571.7013854831
337,186099.36637794244
2765,167901.72413264046
1746,244695.18860209384
368,333976.1811947512
2806,204625.44244660513
1662,193901.9482389735
1234,229108.63619174698
1373,142921.63272653386
1672,104894.24568079418
1939,125100.11267610587
