id,SalePrice
2036,190468.31594454485
2564,152167.50298869348
642,177438.3028843606
1008,185878.17840362177
1908,148805.44210585253
2519,174860.35896738083
1369,95937.41586768796
2855,150280.03804931178
712,80076.763513126
1943,138281.2933479675
1958,124151.43704673206
107,163570.70924924972
2295,225982.65306830563
704,93364.82491261436
676,149272.4428410054
259,191214.02658327325
93,297007.59930863517
106,241045.83357877046
2315,163064.18434238306
1050,103347.68548764026
1095,213313.41042298242
2709,162036.56376518187
758,107875.98745523678
1496,153632.76890501747
2370,110342.58020420704
2458,265861.5469129939
2733,153167.27588001103
161,258212.7594096611
726,151533.0786708668
845,204594.81555638002
947,258694.60607848235
2232,105360.03604425094
2563,124827.63190382853
2299,171093.37637322932
211,76340.85908562524
605,180742.9641946418
1478,177183.5915803914
2247,248160.8662044215
2274,233453.79776340467
2869,215520.78288890573
967,220611.33943838993
2656,127142.58854351571
667,192841.2034524663
1042,97360.26016677759
2023,172126.94208179187
2447,351976.58427596407
2055,108517.38590756903
2275,270618.66990099655
2204,185535.8421301595
1563,261995.8976773491
483,265662.829438498
796,143504.4177414457
1526,151090.68417463137
2042,124919.82208401558
442,351520.5790406021
1693,340444.88291173504
1468,233318.50273103878
1430,199888.39033979108
2605,196564.3975189529
1529,182658.9221086611
335,140872.83102309692
1287,110767.5054692963
31,98575.24716793571
1785,335257.56102306314
82,150458.3588299096
2620,138567.9674210098
252,167808.14610387996
721,43376.534420670185
2165,193533.60126559436
2316,178381.44185302022
775,134652.67105084728
1558,97189.40238801646
17,197859.17460072035
1022,241716.72580800712
925,147155.58501532977
438,286500.4031316064
1270,172203.48419270752
1272,125897.27869817498
215,148957.13654410868
266,232063.68288302992
2402,304890.99873386405
1250,116054.01184688625
1984,96593.89404635585
1279,156168.02659559879
377,243255.8607282529
1252,138420.96654142422
2156,244755.2886482419
499,336738.03504653444
1374,131601.0760630371
2898,212056.0336835606
401,117358.14035037707
2721,169381.85830882395
2078,258369.84436499898
2589,113262.89407387318
1946,233071.89160015289
1334,102762.00819750346
2781,229913.47374824423
431,380466.73654378613
576,189131.3784712043
1474,211769.27007564955
2254,121048.00334046461
2155,263880.75929997343
885,104137.05649259937
643,134654.83862196864
1944,133513.17268055945
480,206640.45348300767
2845,125438.31832214328
2387,308080.3763320156
2407,251406.83335872472
2527,153296.00236620865
2514,164669.4730340062
629,156804.06233170145
80,197192.94887650642
1876,135423.53234233044
1546,106152.95380349422
2518,196558.03429824207
2347,150822.2100364273
783,220756.9353786545
1322,62290.724664275156
194,97160.01537455397
1770,316664.97946544137
2143,165575.71297020366
1229,208458.718179397
511,272125.27708096855
46,269576.20077192236
1348,154345.55930656765
2465,191949.92363601044
387,242517.18314422684
873,219360.0263565656
1918,85958.88830156071
2764,213585.7723646381
2184,85184.71523801083
934,153199.61417791055
1920,108607.633653967
2631,170276.68270019162
1768,454239.6134982394
2040,124831.59098661633
1749,216920.04167936125
834,231502.07130538183
1457,231250.73114929424
79,112200.05809604976
2302,112180.84582965414
1817,140907.15509332676
2755,234644.64747219894
359,176819.52732624428
2059,104141.11111199675
2092,235039.66985532083
2516,228194.6967405529
150,102360.1041030236
1656,122971.95577682956
83,95496.33983864507
2411,209765.95224425563
795,66257.68896972283
2312,201635.95760606037
2917,96858.32858838787
1624,174497.2100613035
2215,280973.9855506496
1211,132502.7373551784
1485,178878.12651519867
1024,176820.31628416898
570,221246.98413188616
2874,152558.3216516975
700,152930.7540698991
2756,196730.9613676198
2022,152895.78129221697
583,212686.50038373802
2392,363614.15569454303
2424,185000.60935481393
212,88938.89094062144
736,113637.27104640397
1610,192861.37670682394
890,120879.76179842866
467,194602.86226108816
578,237242.4161037851
1747,192451.5002173066
1149,176506.30429481872
2758,258060.45388464595
857,150840.94638245634
2219,296504.33863622666
733,96372.42877129692
2909,102278.04934765218
1798,243592.07060037635
235,136315.52345120476
2366,142955.23778430134
1027,136521.5385497827
1195,150525.54850203532
1303,64919.528526038455
148,172011.66961308732
608,150852.12117685814
2515,207005.58303960948
821,247668.50406796898
2500,290772.78038745496
745,103834.60183207341
741,135001.0525939787
1611,180566.8676175119
2532,122350.33941786597
1081,211684.06703608966
1692,408657.7346714657
2520,177948.3176853289
276,124792.65556240059
1992,128248.26193417265
663,25549.618831490196
418,105916.14921940805
1733,211445.04551116464
2359,142465.73479702452
253,197063.47195793508
1518,188615.67440648813
2035,138457.19842227816
2919,72465.4228141536
1540,243878.558151457
2120,147971.94730090868
1674,175860.36541653215
256,147646.57107554504
2361,92691.14297866853
978,77582.78063442602
2280,124630.92800454964
2095,226704.35382489942
1709,327382.9599730645
2801,225392.271227154
1246,126324.48874355102
2373,89125.50964209321
1055,297499.40203800687
2017,150285.66577987757
1099,272521.13996913726
1344,67597.95417087257
835,215124.93233830057
1117,230514.71247547667
2043,73975.89309519
2085,122395.65464862395
410,155961.6249203115
2650,80940.01055728982
2867,186062.35650168295
1668,104304.87526813598
1161,167064.98715699132
2122,196544.05330485466
2539,128059.9697081928
1047,127915.93967913231
1445,135856.5499365474
541,111484.70899022382
569,230935.16621503356
1276,106867.26859907125
918,132735.13670407684
326,169804.4423398369
1936,130228.49007540743
895,83375.88260679416
257,149607.7039196653
1241,162867.30272598838
1545,110259.31747776235
1189,192440.91139693558
270,165497.04157699225
2066,217497.53066232632
693,110976.74203454726
1259,164479.89200310723
2916,159884.07822718844
2321,278407.014818161
1977,69195.44504081356
1895,154354.02930350124
1240,163058.1497294451
85,156730.486354834
1823,119399.16714340448
825,264953.84320955444
110,237683.88546122832
697,141111.1378179578
2297,106755.18830042065
1231,138605.3855696412
1355,135819.79452171444
968,322987.10137967207
584,240939.65714086517
1315,134904.0406116582
1606,128387.90692644264
206,75304.68473891498
1685,356828.3540965067
2016,138358.48626942228
869,203749.66781766916
2135,123709.9830397669
2346,175432.05543986673
2430,230085.0532180589
2198,107865.96189507854
2652,127224.37070717668
27,124259.19537140214
241,158774.417580717
906,129840.28785905801
1506,105499.34057886631
2098,307926.09142428974
1435,202940.07517136668
2213,145526.92260253802
1274,129856.99333369324
743,26149.287454526
1737,200415.0971695137
2797,262348.1018517716
2185,28402.69914616691
58,173080.70683423983
830,200120.41975567996
808,121480.16579478252
680,158529.48602266464
1153,85131.89484337176
1291,132530.6387154383
1818,167562.24732068792
2161,177163.0850809021
1883,101444.16952179221
350,360534.342974482
2473,112475.8964093583
295,218438.80042916007
293,199233.50996202225
859,121019.60383275582
288,62298.691430031264
1578,170681.44667513843
102,201571.92432694073
2831,167257.52936122403
1030,155461.62739983737
2551,148429.24521535175
1286,141523.79804769054
958,293961.8621741389
776,127127.7629621618
72,232827.35742513812
2263,237769.36474074743
1866,147317.71011468855
2876,66173.57397909515
2146,237198.37326759414
103,201256.63893418782
1500,125182.74997809768
492,172992.83710790874
167,140996.3943919029
2597,115525.21642797266
2685,113472.18496011774
1035,128187.42208152096
1220,81700.16995299296
2602,159421.36908340425
2159,213641.30752186896
695,141386.44658814115
1109,288940.21825558477
640,155335.0950424379
1652,143964.34674860787
2090,165019.02829156438
1188,174815.5916343975
2345,251177.1377621825
1059,378837.02882548317
2751,215684.92472158198
128,230076.25395514292
1523,163902.77153713105
2925,182619.4090127488
2145,272358.8543372487
1121,216288.88403872156
566,274497.57926185406
565,284588.5606824166
1331,155975.91599185974
2928,117841.14319638564
156,135566.32016590575
797,144027.02501299715
327,92619.13025548036
2859,155270.39150603308
1453,113171.90294234018
1762,339023.0748798814
1868,201848.0352972424
1760,173920.8459448408
1113,263573.6692679886
1812,212034.51887533045
117,157306.94792543666
1142,198555.67596016132
2342,388092.5224275681
927,158948.6143242261
2478,163377.294166426
655,85538.46282025913
2064,120691.62645744387
369,309891.188047752
2239,132986.9265319031
2732,188283.28519488242
1653,166133.42948232195
959,188207.7958302158
2395,348419.7113207068
1412,85678.64343189794
271,239865.44362424815
1484,178553.96852443222
1497,153989.65094691428
552,143315.41170768236
2,110017.3430749242
1855,306906.06440769974
4,276332.16524312214
2292,148113.71823006938
134,132675.8518080943
646,106671.16776204377
42,348809.0388837046
532,226913.15732957912
713,90552.36129025294
2561,130747.73210813629
2360,133325.81649247836
1333,122582.05863509316
1407,235656.30536998546
2892,302068.5290540252
574,217734.53588397952
1227,183474.53941312013
2591,248941.42927875736
1476,212299.15145209478
1125,250059.460227696
1446,154262.6355878365
408,143917.059035049
1101,305819.2882030176
2251,233169.88989923394
373,187284.96442745166
2554,146794.7822530488
2382,279055.3411686473
1985,93806.66942438215
519,230892.4374371125
1093,176572.9158411938
864,237007.59347087407
2889,143131.35478665214
2308,191436.01639696967
986,164551.59660099604
1302,143877.45982524834
585,155249.30634897656
2708,139936.2746079141
147,137803.02834125963
1441,228861.63315772195
383,228313.07439935184
285,161740.19388329372
181,104103.3845712298
358,219708.4034203319
780,209385.2646071486
258,181370.2778098213
1865,227872.4474932354
692,90932.1298267178
2902,299257.49218097725
508,263050.126233855
2638,139070.79611979862
36,151340.45243661187
611,167623.76400970202
2281,144933.86909309006
1678,129426.88159916666
1696,403538.69693878875
1557,67161.73446196166
2180,144049.83761270094
1726,267984.0865727656
951,139418.42831053352
267,226430.83765571838
2706,148455.25099567394
2221,263861.8100245271
1357,148193.3591512813
2901,287843.9279869443
347,175641.77133252582
2164,191764.54869841767
1586,300993.50632567913
360,155578.78943175852
1769,258027.99131194374
2617,174954.03683767671
1879,167098.5969601702
991,217171.57291375025
1535,127056.359115511
1191,148502.60659069545
1579,213699.59423742612
1882,127016.34261400689
1510,113565.64847079135
2196,183595.08030853892
1845,210380.9088824665
2336,373209.663174847
942,94589.02494128334
861,125546.83961121546
2555,121768.81461005914
1392,184543.53572569648
2099,233450.71032220445
1543,130709.17159676692
948,257939.28408503695
1239,155139.59857758728
22,174645.3537650939
2796,233142.2775586361
2747,200462.67714516458
92,284756.75541170966
210,169759.88264144812
1858,193197.35482111765
2228,119480.76064692595
447,245984.22971148998
827,236996.32544474961
1649,239025.55500018765
682,151907.70439676568
2698,106527.88797224872
494,151809.31620877807
214,104573.63422371639
2441,239002.35719568375
2679,109901.48346017278
1336,105178.74627815897
465,194160.124332359
1524,148236.8214190093
2543,110933.1784128332
631,148684.22026452178
2452,322075.98594871745
228,147642.2832533432
126,160900.2105844256
1092,270264.4253218913
1122,194716.97649999888
932,235547.0334838911
1980,68504.24191806879
2171,109969.88910918083
551,149768.52717329492
2768,147624.07971971505
2056,112556.89788597962
1159,334544.7308651426
2645,140695.879622042
1174,202108.2814241015
2266,223302.10904667096
2462,311823.91855843697
1219,141456.36177013715
2922,174690.76714972238
118,155286.98548867076
474,184478.8020803698
2576,147193.8767230168
872,253527.40844893357
1077,269033.57913420215
1536,149882.7049603694
1150,128927.83178464731
2341,320409.55405014264
1931,166250.44096203864
2785,123382.42545833613
2538,118072.99336396198
597,190717.2579435134
464,251266.26511507266
233,242244.4827833157
2169,118256.65739370481
2123,175126.49176846253
1867,147297.41432137304
137,257231.14775643748
515,221061.32530513353
933,113931.0982188739
2784,175306.15249110752
972,162656.24827748095
599,159788.7681475517
2614,124973.71451221744
2582,134074.11768022017
1409,153596.61964146805
175,139436.379944005
352,251678.03795283625
976,95668.20013230719
2134,196676.1493015276
984,103024.23927993153
2396,332020.60724783357
1673,110604.70073865424
404,117499.9939549116
607,177170.79605953477
814,167158.39006653114
868,189246.36577336752
2271,200407.94630192337
1633,291362.47966845485
337,178736.08308079088
2765,170854.0579419338
1746,252894.57626839238
368,335695.7600598513
2806,202546.2729931216
1662,191738.99236276827
1234,234136.22769789293
1373,134632.83616418653
1672,114655.44876918022
1939,123064.41842123901
